Orthogroup	protein_mansoni	sequence_Homo sapiens
OG0000744	6183.Smp_000260.1	10q21-q22 prosaposin [Homo sapiens]
OG0000745	6183.Smp_000290.1, 6183.Smp_077900.1	
OG0000746	6183.Smp_000320.1, 6183.Smp_194720.1	
OG0000747	6183.Smp_000370.1, 6183.Smp_192220.1	
OG0000748	6183.Smp_000380.1, 6183.Smp_028850.1	
OG0000749	6183.Smp_000500.2, 6183.Smp_177100.1	
OG0000750	6183.Smp_000630.1, 6183.Smp_010380.1	
OG0000751	6183.Smp_000650.1	16q12.1 siah E3 ubiquitin protein ligase 1 [Homo sapiens]
OG0000752	6183.Smp_000670.1, 6183.Smp_123030.1	
OG0000753	6183.Smp_000690.1, 6183.Smp_009040.1	
OG0000754	6183.Smp_000700.1, 6183.Smp_124950.1	
OG0000755	6183.Smp_000740.2	1q21.2 proteasome 26S subunit_ non-ATPase 4 [Homo sapiens]
OG0000756	6183.Smp_000810.2, 6183.Smp_147810.1	
OG0000757	6183.Smp_001040.1	12q13.13 kinesin family member 5A [Homo sapiens]
OG0000758	6183.Smp_001100.1	15q21.1 fibrillin 1 [Homo sapiens]
OG0000759	6183.Smp_001170.1	10q26.11 eukaryotic translation initiation factor 3 subunit A [Homo sapiens]
OG0000760	6183.Smp_001180.1	3p21.2 RAD54-like 2 _S. cerevisiae_ [Homo sapiens]
OG0000761	6183.Smp_001360.1, 6183.Smp_032810.1	
OG0000762	6183.Smp_001390.1	2q32 NCK-associated protein 1 [Homo sapiens]
OG0000763	6183.Smp_001530.1	1q42.2 exocyst complex component 8 [Homo sapiens]
OG0000764	6183.Smp_002180.1	5q13.3 basic transcription factor 3 [Homo sapiens]
OG0000765	6183.Smp_002190.1	16q12.2 nudix hydrolase 21 [Homo sapiens]
OG0000766	6183.Smp_002280.1	5q12-q13 kinesin heavy chain member 2A [Homo sapiens]
OG0000767	6183.Smp_002390.1, 6183.Smp_095460.1	
OG0000768	6183.Smp_002600.1, 6183.Smp_071610.1	
OG0000769	6183.Smp_002810.1, 6183.Smp_084050.1	
OG0000770	6183.Smp_002820.3	19q13.33 zinc finger CCCH-type containing 4 [Homo sapiens]
OG0000771	6183.Smp_002870.1, 6183.Smp_179060.1	
OG0000772	6183.Smp_002880.1	18q21 ATP synthase_ H+ transporting_ mitochondrial F1 complex_ alpha subunit 1_ cardiac muscle [Homo sapiens]
OG0000773	6183.Smp_003000.1, 6183.Smp_094760.1	
OG0000774	6183.Smp_003620.1, 6183.Smp_060070.1	
OG0000775	6183.Smp_003630.1	1p34.3 splicing factor 3a subunit 3 [Homo sapiens]
OG0000776	6183.Smp_003660.1	6p21.33 DEAD _Asp-Glu-Ala-Asp_ box polypeptide 39B [Homo sapiens]
OG0000777	6183.Smp_003770.1, 6183.Smp_162370.1	
OG0000778	6183.Smp_003970.1, 6183.Smp_030690.1	
OG0000779	6183.Smp_004040.1, 6183.Smp_066720.1	
OG0000780	6183.Smp_004200.1, 6183.Smp_152220.1	
OG0000781	6183.Smp_004310.1, 6183.Smp_062890.1	
OG0000782	6183.Smp_004590.1, 6183.Smp_140990.1	
OG0000783	6183.Smp_004600.1	2p15 chaperonin containing TCP1_ subunit 4 _delta_ [Homo sapiens]
OG0000784	6183.Smp_004690.1, 6183.Smp_148290.1	
OG0000785	6183.Smp_004780.1	12p13.33 FK506 binding protein 4 [Homo sapiens]
OG0000786	6183.Smp_004910.1	9q33.2 RAB14_ member RAS oncogene family [Homo sapiens]
OG0000787	6183.Smp_004990.1	7p11.2 chaperonin containing TCP1_ subunit 6A _zeta 1_ [Homo sapiens]
OG0000788	6183.Smp_005180.1	16p13.1 G1 to S phase transition 1 [Homo sapiens]
OG0000789	6183.Smp_005260.1, 6183.Smp_064360.1	
OG0000790	6183.Smp_005290.1	8q24 cytochrome c-1 [Homo sapiens]
OG0000791	6183.Smp_005330.1, 6183.Smp_040770.1	
OG0000792	6183.Smp_006320.1	1p32 KH domain containing_ RNA binding_ signal transduction associated 1 [Homo sapiens]
OG0000793	6183.Smp_006340.1	15q14 ER membrane protein complex subunit 4 [Homo sapiens]
OG0000794	6183.Smp_006550.1, 6183.Smp_212580.2	
OG0000795	6183.Smp_006810.1, 6183.Smp_174610.1	
OG0000796	6183.Smp_006850.1	3q28 polymerase _RNA_ II _DNA directed_ polypeptide H [Homo sapiens]
OG0000797	6183.Smp_006920.1, 6183.Smp_128550.1	
OG0000798	6183.Smp_007070.1, 6183.Smp_202290.1	
OG0000799	6183.Smp_007180.1	19p13.1 calcium homeostasis endoplasmic reticulum protein [Homo sapiens]
OG0000800	6183.Smp_007300.1, 6183.Smp_014270.1	
OG0000801	6183.Smp_007380.1	Xq24 chromosome X open reading frame 56 [Homo sapiens]
OG0000802	6183.Smp_007510.1	17q12 cyclin-dependent kinase 12 [Homo sapiens]
OG0000803	6183.Smp_007690.1, 6183.Smp_174920.1	
OG0000804	6183.Smp_007700.1	5p13.1 RPTOR independent companion of MTOR_ complex 2 [Homo sapiens]
OG0000805	6183.Smp_007760.1, 6183.Smp_130540.1	
OG0000806	6183.Smp_007900.1	17q12 ribosomal protein L23 [Homo sapiens]
OG0000807	6183.Smp_008340.1, 6183.Smp_147840.1	
OG0000808	6183.Smp_008360.1, 6183.Smp_008400.1	
OG0000809	6183.Smp_008450.1, 6183.Smp_173420.1	
OG0000810	6183.Smp_008490.1, 6183.Smp_157950.1	
OG0000811	6183.Smp_008500.2	2q14.3 IWS1 homolog _S. cerevisiae_ [Homo sapiens]
OG0000812	6183.Smp_008545.1	2q33.1 heat shock protein family D _Hsp60_ member 1 [Homo sapiens]
OG0000813	6183.Smp_008830.1	4q31.1-q31.2 SWI/SNF related_ matrix associated_ actin dependent regulator of chromatin_ subfamily a_ member 5 [Homo sapiens]
OG0000814	6183.Smp_008860.1, 6183.Smp_180500.1	
OG0000815	6183.Smp_008910.1, 6183.Smp_156850.1	
OG0000816	6183.Smp_009030.1	11p15.5 ribonucleotide reductase M1 [Homo sapiens]
OG0000817	6183.Smp_009310.1, 6183.Smp_046780.1	
OG0000818	6183.Smp_009690.1	12q24.2 ribosomal protein_ large_ P0 [Homo sapiens]
OG0000819	6183.Smp_009760.1, 6183.Smp_009780.2	
OG0000820	6183.Smp_009990.1, 6183.Smp_074030.1	
OG0000821	6183.Smp_010110.1, 6183.Smp_056700.1	
OG0000822	6183.Smp_010690.1	2q36.1 actin related protein 2/3 complex subunit 2 [Homo sapiens]
OG0000823	6183.Smp_010800.1, 6183.Smp_154780.1	
OG0000824	6183.Smp_010930.1	3q12.2 translocase of outer mitochondrial membrane 70 homolog A _S. cerevisiae_ [Homo sapiens]
OG0000825	6183.Smp_011000.1, 6183.Smp_146180.1	
OG0000826	6183.Smp_011120.1	12q22 methionyl aminopeptidase 2 [Homo sapiens]
OG0000827	6183.Smp_011660.1	10q22 calcium/calmodulin-dependent protein kinase II gamma [Homo sapiens]
OG0000828	6183.Smp_011960.1	9q22.31 inositol-pentakisphosphate 2-kinase [Homo sapiens]
OG0000829	6183.Smp_011980.1	11p15.1-p14 general transcription factor IIH subunit 1 [Homo sapiens]
OG0000830	6183.Smp_012010.1	13q14.1 forkhead box O1 [Homo sapiens]
OG0000831	6183.Smp_012340.1	Xq26.1 UTP14A small subunit processome component [Homo sapiens]
OG0000832	6183.Smp_012440.1, 6183.Smp_105410.1	
OG0000833	6183.Smp_012470.1	7q22.1-q22.3 proteasome 26S subunit_ ATPase 2 [Homo sapiens]
OG0000834	6183.Smp_012570.1	1q22-q23 VANGL planar cell polarity protein 2 [Homo sapiens]
OG0000835	6183.Smp_012580.1, 6183.Smp_155990.1	
OG0000836	6183.Smp_012600.1, 6183.Smp_128930.1	
OG0000837	6183.Smp_012720.1	16p11.2 coronin_ actin binding protein_ 1A [Homo sapiens]
OG0000838	6183.Smp_012900.1, 6183.Smp_129720.1	
OG0000839	6183.Smp_012950.1	10q23.33 cytoplasmic polyadenylation element binding protein 3 [Homo sapiens]
OG0000840	6183.Smp_013070.1, 6183.Smp_196950.1	
OG0000841	6183.Smp_013080.1, 6183.Smp_126110.1	
OG0000842	6183.Smp_013200.2	Xq28 ribosomal protein L10 [Homo sapiens]
OG0000843	6183.Smp_013360.1	19q13.3 small nuclear ribonucleoprotein_ U1 70kDa subunit [Homo sapiens]
OG0000844	6183.Smp_013460.1, 6183.Smp_127650.1	
OG0000845	6183.Smp_013520.1	17p13.2 nuclear cap binding subunit 3 [Homo sapiens]
OG0000846	6183.Smp_013540.1, 6183.Smp_050270.1	
OG0000847	6183.Smp_013790.1	17q21 DEAD _Asp-Glu-Ala-Asp_ box helicase 5 [Homo sapiens]
OG0000848	6183.Smp_013840.2	11q13.1 MAP/microtubule affinity-regulating kinase 2 [Homo sapiens]
OG0000849	6183.Smp_014010.1, 6183.Smp_161550.1	
OG0000850	6183.Smp_014020.1, 6183.Smp_210250.1	
OG0000851	6183.Smp_014420.1, 6183.Smp_129980.1	
OG0000852	6183.Smp_014570.1, 6183.Smp_130100.1	
OG0000853	6183.Smp_014680.1, 6183.Smp_132970.1	
OG0000854	6183.Smp_015020.1	1p13 ATPase_ Na+/K+ transporting_ alpha 1 polypeptide [Homo sapiens]
OG0000855	6183.Smp_015030.1, 6183.Smp_015050.1	
OG0000856	6183.Smp_015090.1	3q23 coatomer protein complex subunit beta 2 _beta prime_ [Homo sapiens]
OG0000857	6183.Smp_015220.1	20q13.33 TATA-box binding protein associated factor 4 [Homo sapiens]
OG0000858	6183.Smp_015440.1, 6183.Smp_176270.1	
OG0000859	6183.Smp_015490.1, 6183.Smp_120900.1	
OG0000860	6183.Smp_016200.3, 6183.Smp_033970.1	
OG0000861	6183.Smp_016250.2, 6183.Smp_032740.1	
OG0000862	6183.Smp_016640.1, 6183.Smp_123670.1	
OG0000863	6183.Smp_016680.1, 6183.Smp_125630.1	
OG0000864	6183.Smp_016880.1, 6183.Smp_137940.1	
OG0000865	6183.Smp_016910.1, 6183.Smp_124940.1	
OG0000866	6183.Smp_017010.4	3q27.1 eukaryotic translation initiation factor 4 gamma_ 1 [Homo sapiens]
OG0000867	6183.Smp_017070.1	14q22.1 proteasome 26S subunit_ ATPase 6 [Homo sapiens]
OG0000868	6183.Smp_017230.1	7q22.3 nicotinamide phosphoribosyltransferase [Homo sapiens]
OG0000869	6183.Smp_017360.1	6q25-q27 t-complex 1 [Homo sapiens]
OG0000870	6183.Smp_017420.1, 6183.Smp_134110.1	
OG0000871	6183.Smp_017660.1	17q12-q21 proteasome activator subunit 3 [Homo sapiens]
OG0000872	6183.Smp_017880.1, 6183.Smp_051080.1	
OG0000873	6183.Smp_017900.1	11q11-q13 ribosomal protein S6 kinase_ 90kDa_ polypeptide 4 [Homo sapiens]
OG0000874	6183.Smp_017980.1, 6183.Smp_142960.1	
OG0000875	6183.Smp_018010.1	22q11.23 sperm antigen with calponin homology and coiled-coil domains 1-like [Homo sapiens]
OG0000876	6183.Smp_018150.1	1p13 mannosidase_ alpha_ class 1A_ member 2 [Homo sapiens]
OG0000877	6183.Smp_018160.1, 6183.Smp_077120.1	
OG0000878	6183.Smp_018220.2	19p13.11 mediator complex subunit 26 [Homo sapiens]
OG0000879	6183.Smp_018240.3	9p13.3 valosin containing protein [Homo sapiens]
OG0000880	6183.Smp_018250.2, 6183.Smp_059170.2	
OG0000881	6183.Smp_018590.1	3q21 GATA binding protein 2 [Homo sapiens]
OG0000882	6183.Smp_018760.1	11q12.3 glucosidase_ alpha; neutral AB [Homo sapiens]
OG0000883	6183.Smp_018880.1, 6183.Smp_019000.1	
OG0000884	6183.Smp_018890.1	Xq13.3 phosphoglycerate kinase 1 [Homo sapiens]
OG0000885	6183.Smp_018990.1	4p13 ribosomal protein L9 [Homo sapiens]
OG0000886	6183.Smp_019100.1, 6183.Smp_065180.1	
OG0000887	6183.Smp_019130.1	11q12.1 cleavage and polyadenylation factor I subunit 1 [Homo sapiens]
OG0000888	6183.Smp_019210.1, 6183.Smp_130060.1	
OG0000889	6183.Smp_019350.1, 6183.Smp_105220.1	
OG0000890	6183.Smp_019380.1	3q27.3 eukaryotic translation initiation factor 2B subunit epsilon [Homo sapiens]
OG0000891	6183.Smp_019640.1, 6183.Smp_028210.1	
OG0000892	6183.Smp_019690.1	19q13.43 U2 small nuclear RNA auxiliary factor 2 [Homo sapiens]
OG0000893	6183.Smp_019810.1, 6183.Smp_133000.1	
OG0000894	6183.Smp_019840.2, 6183.Smp_148660.1	
OG0000895	6183.Smp_019880.1	17p13.2 derlin 2 [Homo sapiens]
OG0000896	6183.Smp_019980.1	17q23.1 vacuole membrane protein 1 [Homo sapiens]
OG0000897	6183.Smp_020050.1	15q21.2 COP9 signalosome subunit 2 [Homo sapiens]
OG0000898	6183.Smp_020080.1	16q13 guanine nucleotide binding protein _G protein__ alpha activating activity polypeptide O [Homo sapiens]
OG0000899	6183.Smp_020340.1, 6183.Smp_133210.1	
OG0000900	6183.Smp_020370.1, 6183.Smp_058240.1	
OG0000901	6183.Smp_020450.1, 6183.Smp_164450.1	
OG0000902	6183.Smp_020660.1, 6183.Smp_143950.1	
OG0000903	6183.Smp_021070.1	Xp11.22 guanine nucleotide binding protein-like 3 _nucleolar_-like [Homo sapiens]
OG0000904	6183.Smp_021140.1	2p25 ribosomal protein S7 [Homo sapiens]
OG0000905	6183.Smp_021170.1	1p36.21 vacuolar protein sorting 13 homolog D _S. cerevisiae_ [Homo sapiens]
OG0000906	6183.Smp_021330.2, 6183.Smp_098370.2	
OG0000907	6183.Smp_021460.1, 6183.Smp_133770.1	
OG0000908	6183.Smp_021540.1	11q13 splicing factor 1 [Homo sapiens]
OG0000909	6183.Smp_021730.1, 6183.Smp_066200.1	
OG0000910	6183.Smp_021750.2	7q22.1 methylphosphate capping enzyme [Homo sapiens]
OG0000911	6183.Smp_021870.1	8p22-p21.3 CCR4-NOT transcription complex subunit 7 [Homo sapiens]
OG0000912	6183.Smp_021920.3, 6183.Smp_035210.1	
OG0000913	6183.Smp_022090.1	Xp22.2 phosphoribosyl pyrophosphate synthetase 2 [Homo sapiens]
OG0000914	6183.Smp_022300.1, 6183.Smp_145320.1	
OG0000915	6183.Smp_022310.1	4q22.3 SWI/SNF-related_ matrix-associated actin-dependent regulator of chromatin_ subfamily a_ containing DEAD/H box 1 [Homo sapiens]
OG0000916	6183.Smp_022320.2	Xp22 holocytochrome c synthase [Homo sapiens]
OG0000917	6183.Smp_022560.2	13q12.2 ribosomal protein L21 [Homo sapiens]
OG0000918	6183.Smp_022570.1	17q21 ataxin 7-like 3 [Homo sapiens]
OG0000919	6183.Smp_022640.1	16q24.3 ribosomal protein L13 [Homo sapiens]
OG0000920	6183.Smp_022710.1, 6183.Smp_022720.1	
OG0000921	6183.Smp_022960.1	15q26.3 aldehyde dehydrogenase 1 family member A3 [Homo sapiens]
OG0000922	6183.Smp_022990.1	5q31 voltage-dependent anion channel 1 [Homo sapiens]
OG0000923	6183.Smp_023010.1, 6183.Smp_134510.1	
OG0000924	6183.Smp_023150.1	9q33.3 protein phosphatase 6_ catalytic subunit [Homo sapiens]
OG0000925	6183.Smp_023240.1, 6183.Smp_105050.1	
OG0000926	6183.Smp_023530.1	12q21.1 nucleosome assembly protein 1-like 1 [Homo sapiens]
OG0000927	6183.Smp_023700.2	17q21.31 LSM12 homolog [Homo sapiens]
OG0000928	6183.Smp_023990.1	14q YY1 transcription factor [Homo sapiens]
OG0000929	6183.Smp_024150.1	2q21.3-q22.1 UBX domain protein 4 [Homo sapiens]
OG0000930	6183.Smp_024860.1, 6183.Smp_152190.1	
OG0000931	6183.Smp_024900.1	16q12.2 retinoblastoma-like 2 [Homo sapiens]
OG0000932	6183.Smp_024970.1	12q15 CCR4-NOT transcription complex subunit 2 [Homo sapiens]
OG0000933	6183.Smp_025010.1	6p21.33 casein kinase 2_ beta polypeptide [Homo sapiens]
OG0000934	6183.Smp_025130.1	5q33.1 RNA binding motif protein 22 [Homo sapiens]
OG0000935	6183.Smp_025510.1	16q23.1 vacuolar protein sorting 4 homolog A _S. cerevisiae_ [Homo sapiens]
OG0000936	6183.Smp_025800.1, 6183.Smp_121430.2	
OG0000937	6183.Smp_026030.1, 6183.Smp_194820.1	
OG0000938	6183.Smp_026040.1	18q12.1 trafficking protein particle complex 8 [Homo sapiens]
OG0000939	6183.Smp_026250.3	12q24.13 N_alpha_-acetyltransferase 25_ NatB auxiliary subunit [Homo sapiens]
OG0000940	6183.Smp_026390.1, 6183.Smp_138890.2	
OG0000941	6183.Smp_026450.2, 6183.Smp_084180.1	
OG0000942	6183.Smp_026510.1	15q22.1-q22.33 mitogen-activated protein kinase kinase 1 [Homo sapiens]
OG0000943	6183.Smp_026540.1	3q28 adaptor related protein complex 2_ mu 1 subunit [Homo sapiens]
OG0000944	6183.Smp_027080.1	5q31.3 Yip1 domain family member 5 [Homo sapiens]
OG0000945	6183.Smp_027400.1, 6183.Smp_046190.1	
OG0000946	6183.Smp_027430.1, 6183.Smp_045960.1	
OG0000947	6183.Smp_027890.1	11p15 nucleoporin 98kDa [Homo sapiens]
OG0000948	6183.Smp_028080.1, 6183.Smp_079380.1	
OG0000949	6183.Smp_028120.1	3q29 optic atrophy 1 _autosomal dominant_ [Homo sapiens]
OG0000950	6183.Smp_028130.1, 6183.Smp_078910.1	
OG0000951	6183.Smp_028430.1	22q13.2 ring-box 1_ E3 ubiquitin protein ligase [Homo sapiens]
OG0000952	6183.Smp_028440.1	20q11.22 adenosylhomocysteinase [Homo sapiens]
OG0000953	6183.Smp_028800.1, 6183.Smp_137690.1	
OG0000954	6183.Smp_028870.1, 6183.Smp_137700.1	
OG0000955	6183.Smp_029240.2	19q13 protein arginine methyltransferase 1 [Homo sapiens]
OG0000956	6183.Smp_029390.1	8p21.3 ATPase_ H+ transporting_ lysosomal 56/58kDa_ V1 subunit B2 [Homo sapiens]
OG0000957	6183.Smp_029410.1	11p13 eukaryotic translation initiation factor 3 subunit M [Homo sapiens]
OG0000958	6183.Smp_029520.1, 6183.Smp_148580.1	
OG0000959	6183.Smp_029700.1	Xq24 NFKB activating protein [Homo sapiens]
OG0000960	6183.Smp_029940.2	1q22 ubiquitin conjugating enzyme E2Q family member 1 [Homo sapiens]
OG0000961	6183.Smp_030000.1, 6183.Smp_083870.1	
OG0000962	6183.Smp_030030.1, 6183.Smp_054070.1	
OG0000963	6183.Smp_030110.1, 6183.Smp_049910.1	
OG0000964	6183.Smp_030300.4	12q24.2-q24.3 heat shock protein 90kDa beta family member 1 [Homo sapiens]
OG0000965	6183.Smp_030320.1	4q31.23 F-box and WD repeat domain containing 7 [Homo sapiens]
OG0000966	6183.Smp_030370.1	19p13.3-p13.2 calreticulin [Homo sapiens]
OG0000967	6183.Smp_030400.1	17q24.2 protein kinase_ cAMP-dependent_ regulatory subunit type I alpha [Homo sapiens]
OG0000968	6183.Smp_030760.1, 6183.Smp_034220.1	
OG0000969	6183.Smp_030780.1	1p36.1 ubiquitination factor E4B [Homo sapiens]
OG0000970	6183.Smp_030930.2, 6183.Smp_174680.1	
OG0000971	6183.Smp_031000.2	2q36.2 cullin 3 [Homo sapiens]
OG0000972	6183.Smp_031040.2, 6183.Smp_068090.1	
OG0000973	6183.Smp_031360.1	9q34.1 nuclear cap binding protein subunit 1 [Homo sapiens]
OG0000974	6183.Smp_031390.1, 6183.Smp_139140.1	
OG0000975	6183.Smp_031860.1	11q23.3 archain 1 [Homo sapiens]
OG0000976	6183.Smp_031880.1, 6183.Smp_043990.1	
OG0000977	6183.Smp_031920.5	17q21.33 LUC7-like 3 pre-mRNA splicing factor [Homo sapiens]
OG0000978	6183.Smp_032120.1, 6183.Smp_139580.1	
OG0000979	6183.Smp_032260.1	3p24.1 ribosomal protein L15 [Homo sapiens]
OG0000980	6183.Smp_032310.1	12q24 actin related protein 2/3 complex subunit 3 [Homo sapiens]
OG0000981	6183.Smp_032470.1, 6183.Smp_084950.1	
OG0000982	6183.Smp_032500.1, 6183.Smp_161880.1	
OG0000983	6183.Smp_032510.1	13q32.2 importin 5 [Homo sapiens]
OG0000984	6183.Smp_032580.2	1p13 proteasome subunit alpha 5 [Homo sapiens]
OG0000985	6183.Smp_032690.1, 6183.Smp_032710.1	
OG0000986	6183.Smp_032760.1	19q13.3 ribosomal protein S11 [Homo sapiens]
OG0000987	6183.Smp_032790.1, 6183.Smp_152270.1	
OG0000988	6183.Smp_032800.2	9p12 smu-1 suppressor of mec-8 and unc-52 homolog _C. elegans_ [Homo sapiens]
OG0000989	6183.Smp_033050.1	20q12-q13.1 topoisomerase _DNA_ I [Homo sapiens]
OG0000990	6183.Smp_033250.1, 6183.Smp_078720.1	
OG0000991	6183.Smp_033330.1, 6183.Smp_170030.1	
OG0000992	6183.Smp_033700.1, 6183.Smp_125890.1	
OG0000993	6183.Smp_033710.1	Xp11.3-p11.23 DEAD _Asp-Glu-Ala-Asp_ box helicase 3_ X-linked [Homo sapiens]
OG0000994	6183.Smp_033930.1, 6183.Smp_190970.1	
OG0000995	6183.Smp_033950.2	18q21.1 SMAD family member 4 [Homo sapiens]
OG0000996	6183.Smp_034000.1	Xp11.2 lysine _K_-specific demethylase 6A [Homo sapiens]
OG0000997	6183.Smp_034190.1	17q25.3 eukaryotic translation initiation factor 4A3 [Homo sapiens]
OG0000998	6183.Smp_034550.1	19q13 actinin_ alpha 4 [Homo sapiens]
OG0000999	6183.Smp_034670.1	17q21.31 tubulin gamma 1 [Homo sapiens]
OG0001000	6183.Smp_034870.1	17q12 adaptor related protein complex 2_ beta 1 subunit [Homo sapiens]
OG0001001	6183.Smp_034980.1	6p21.3 protein phosphatase 1 regulatory subunit 10 [Homo sapiens]
OG0001002	6183.Smp_035030.1	1q25 DEAH _Asp-Glu-Ala-His_ box helicase 9 [Homo sapiens]
OG0001003	6183.Smp_035270.2	2p23 malate dehydrogenase 1 [Homo sapiens]
OG0001004	6183.Smp_035280.1, 6183.Smp_045780.1	
OG0001005	6183.Smp_035430.2	11q12 protein phosphatase 2 regulatory subunit B'_ beta [Homo sapiens]
OG0001006	6183.Smp_036090.1, 6183.Smp_141620.1	
OG0001007	6183.Smp_036270.2	20q12-q13.1 serine/arginine-rich splicing factor 6 [Homo sapiens]
OG0001008	6183.Smp_036720.1, 6183.Smp_141940.1	
OG0001009	6183.Smp_036980.1, 6183.Smp_165560.1	
OG0001010	6183.Smp_037210.1, 6183.Smp_125060.1	
OG0001011	6183.Smp_038080.1	17q21.32 karyopherin _importin_ beta 1 [Homo sapiens]
OG0001012	6183.Smp_038100.1	12p13.3 ATP synthase_ H+ transporting_ mitochondrial F1 complex_ beta polypeptide [Homo sapiens]
OG0001013	6183.Smp_038240.1, 6183.Smp_135400.1	
OG0001014	6183.Smp_038640.1	19p13.3 cactin_ spliceosome C complex subunit [Homo sapiens]
OG0001015	6183.Smp_038680.1, 6183.Smp_210830.1	
OG0001016	6183.Smp_038730.5, 6183.Smp_182770.1	
OG0001017	6183.Smp_039010.1, 6183.Smp_149030.1	
OG0001018	6183.Smp_039180.1	17q25.3 NPL4 homolog_ ubiquitin recognition factor [Homo sapiens]
OG0001019	6183.Smp_039300.1, 6183.Smp_098550.1	
OG0001020	6183.Smp_039490.1	14q11.2 apoptotic chromatin condensation inducer 1 [Homo sapiens]
OG0001021	6183.Smp_039640.2	16p12.2 retinoblastoma binding protein 6 [Homo sapiens]
OG0001022	6183.Smp_039670.1	3q25.31 cyclin L1 [Homo sapiens]
OG0001023	6183.Smp_039750.1, 6183.Smp_143840.1	
OG0001024	6183.Smp_039810.1	3q25 muscleblind like splicing regulator 1 [Homo sapiens]
OG0001025	6183.Smp_039820.1, 6183.Smp_124830.1	
OG0001026	6183.Smp_039870.2, 6183.Smp_171040.1	
OG0001027	6183.Smp_040110.1, 6183.Smp_145730.1	
OG0001028	6183.Smp_040270.1, 6183.Smp_132760.1	
OG0001029	6183.Smp_040360.1, 6183.Smp_164200.1	
OG0001030	6183.Smp_040460.1	1p35 YTH N_6_-methyladenosine RNA binding protein 2 [Homo sapiens]
OG0001031	6183.Smp_040500.1	19p12 FK506 binding protein 8 [Homo sapiens]
OG0001032	6183.Smp_040540.1	7q36.1 ATP binding cassette subfamily F member 2 [Homo sapiens]
OG0001033	6183.Smp_040970.1	17q21 ATPase_ H+ transporting_ lysosomal V0 subunit a1 [Homo sapiens]
OG0001034	6183.Smp_041060.1	22q11.2 septin 5 [Homo sapiens]
OG0001035	6183.Smp_041480.2	19p13.2 heterogeneous nuclear ribonucleoprotein M [Homo sapiens]
OG0001036	6183.Smp_041740.1	1q23 chaperonin containing TCP1_ subunit 3 _gamma_ [Homo sapiens]
OG0001037	6183.Smp_041750.1, 6183.Smp_105690.1	
OG0001038	6183.Smp_041770.1	7q22-q31.1 SRSF protein kinase 2 [Homo sapiens]
OG0001039	6183.Smp_041820.1	12q23.1 cyclin-dependent kinase 17 [Homo sapiens]
OG0001040	6183.Smp_042270.2	11p11.2 proteasome 26S subunit_ ATPase 3 [Homo sapiens]
OG0001041	6183.Smp_042300.2, 6183.Smp_075120.1	
OG0001042	6183.Smp_042390.1, 6183.Smp_178890.1	
OG0001043	6183.Smp_042550.1	5q23.2 sorting nexin 2 [Homo sapiens]
OG0001044	6183.Smp_042560.1	19q13 translocase of outer mitochondrial membrane 40 homolog _yeast_ [Homo sapiens]
OG0001045	6183.Smp_042700.1, 6183.Smp_198170.1	
OG0001046	6183.Smp_043350.1	1q23.2 UDP-N-acetylglucosamine pyrophosphorylase 1 [Homo sapiens]
OG0001047	6183.Smp_043420.1, 6183.Smp_154100.1	
OG0001048	6183.Smp_043500.1	11q22.3 zinc finger CCCH-type containing 12C [Homo sapiens]
OG0001049	6183.Smp_043860.1, 6183.Smp_147190.1	
OG0001050	6183.Smp_043930.1, 6183.Smp_059660.1	
OG0001051	6183.Smp_044280.1	19q13.1 fibrillarin [Homo sapiens]
OG0001052	6183.Smp_044610.1, 6183.Smp_125590.1	
OG0001053	6183.Smp_044920.1	9q34 dynamin 1 [Homo sapiens]
OG0001054	6183.Smp_044970.1	7p13-p11.2 oxoglutarate _alpha-ketoglutarate_ dehydrogenase _lipoamide_ [Homo sapiens]
OG0001055	6183.Smp_045330.1, 6183.Smp_145440.1	
OG0001056	6183.Smp_045990.1, 6183.Smp_129070.1	
OG0001057	6183.Smp_046060.1	22q13.1 myosin_ heavy chain 9_ non-muscle [Homo sapiens]
OG0001058	6183.Smp_046090.2	21q21.3 chaperonin containing TCP1_ subunit 8 _theta_ [Homo sapiens]
OG0001059	6183.Smp_046140.1	2p23 nuclear receptor binding protein 1 [Homo sapiens]
OG0001060	6183.Smp_046430.1	7p22.2 ubiquitin specific peptidase 42 [Homo sapiens]
OG0001061	6183.Smp_046500.2	20p13-p12.3 proliferating cell nuclear antigen [Homo sapiens]
OG0001062	6183.Smp_046740.1, 6183.Smp_048430.1	
OG0001063	6183.Smp_046750.1	9q34 WD repeat domain 5 [Homo sapiens]
OG0001064	6183.Smp_046800.1, 6183.Smp_095360.1	
OG0001065	6183.Smp_046880.2	Xp22.1 phosphatidylinositol glycan anchor biosynthesis class A [Homo sapiens]
OG0001066	6183.Smp_046930.1	Xq13 O-linked N-acetylglucosamine _GlcNAc_ transferase [Homo sapiens]
OG0001067	6183.Smp_046980.1	1p32.3 pre-mRNA processing factor 38A [Homo sapiens]
OG0001068	6183.Smp_047200.1	22q13 ribosomal protein L3 [Homo sapiens]
OG0001069	6183.Smp_047330.1, 6183.Smp_147540.1	
OG0001070	6183.Smp_047570.1, 6183.Smp_197890.1	
OG0001071	6183.Smp_047720.1	17q21 SUZ12 polycomb repressive complex 2 subunit [Homo sapiens]
OG0001072	6183.Smp_047860.1, 6183.Smp_084340.1	
OG0001073	6183.Smp_048040.1, 6183.Smp_096520.1	
