Orthogroup	protein_mansoni	sequence_Saccharomyces cerevisiae
OG0000766	6183.Smp_024970.1	NC_001136 Component of the CCR4-NOT complex_ which has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation; basal transcription factor [Saccharomyces cerevisiae]
OG0000767	6183.Smp_025340.1	NC_001148 Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for transcriptional activation and has a role in basal transcription [Saccharomyces cerevisiae]
OG0000768	6183.Smp_025800.1	NC_001134 Beta 6 subunit of the 20S proteasome [Saccharomyces cerevisiae]
OG0000769	6183.Smp_026390.1, 6183.Smp_138890.2	
OG0000770	6183.Smp_026450.2, 6183.Smp_084180.1	
OG0000771	6183.Smp_026560.2	NC_001134 Calmodulin; Ca++ binding protein that regulates Ca++ independent processes _mitosis_ bud growth_ actin organization_ endocytosis_ etc._ and Ca++ dependent processes _stress-activated pathways__ targets include Nuf1p_ Myo2p and calcineurin [Saccharomyces cerevisiae]
OG0000772	6183.Smp_026830.1, 6183.Smp_145630.1	
OG0000773	6183.Smp_026920.1	NC_001139 GTP-cyclohydrolase I_ catalyzes the first step in the folic acid biosynthetic pathway [Saccharomyces cerevisiae]
OG0000774	6183.Smp_027080.1	NC_001139 Integral membrane protein required for the biogenesis of ER-derived COPII transport vesicles; interacts with Yif1p and Yos1p; localizes to the Golgi_ the ER_ and COPII vesicles [Saccharomyces cerevisiae]
OG0000775	6183.Smp_027210.1	NC_001143 Probable phosphopantothenoylcysteine decarboxylase _PPCDC__ which catalyzes the third step of coenzyme A biosynthesis from pantothenate; null mutant lethality is complemented by E. coli coaBC; interacts with Sis2p and Vhs3p [Saccharomyces cerevisiae]
OG0000776	6183.Smp_027430.1, 6183.Smp_045960.1	
OG0000777	6183.Smp_028080.1	NC_001145 Component of serine palmitoyltransferase_ responsible along with Lcb2p for the first committed step in sphingolipid synthesis_ which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine [Saccharomyces cerevisiae]
OG0000778	6183.Smp_028130.1, 6183.Smp_078910.1	
OG0000779	6183.Smp_028340.1	NC_001143 Essential protein involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles [Saccharomyces cerevisiae]
OG0000780	6183.Smp_028410.1	NC_001146 Putative protein of unknown function; YNL024C-A is an essential gene [Saccharomyces cerevisiae]
OG0000781	6183.Smp_028430.1	NC_001136 Catalytic core subunit of the Anaphase-Promoting Complex/Cyclosome _APC/C__ which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors_ including mitotic cyclins_ during the metaphase/anaphase transition [Saccharomyces cerevisiae]
OG0000782	6183.Smp_028440.1	NC_001137 S-adenosyl-L-homocysteine hydrolase_ catabolizes S-adenosyl-L-homocysteine which is formed after donation of the activated methyl group of S-adenosyl-L-methionine _AdoMet_ to an acceptor [Saccharomyces cerevisiae]
OG0000783	6183.Smp_028800.1, 6183.Smp_137690.1	
OG0000784	6183.Smp_028870.1, 6183.Smp_137700.1	
OG0000785	6183.Smp_028990.1	NC_001137 Type 1 serine/threonine protein phosphatase catalytic subunit_ involved in many processes _eg_ glycogen metabolism_ sporulation_ mitosis_; accumulates at mating projections by interaction with Afr1p; interacts with many regulatory subunits [Saccharomyces cerevisiae]
OG0000786	6183.Smp_029100.2	NC_001146 Subunit of tRNA methyltransferase _MTase_ complexes in combination with Trm9p and Trm11p; subunit of complex with Mtq2p that methylates Sup45p _eRF1_ in the ternary complex eRF1-eRF3-GTP; deletion confers resistance to zymocin [Saccharomyces cerevisiae]
OG0000787	6183.Smp_029520.1, 6183.Smp_148580.1	
OG0000788	6183.Smp_030000.1, 6183.Smp_083870.1	
OG0000789	6183.Smp_030030.1, 6183.Smp_054070.1	
OG0000790	6183.Smp_030110.1, 6183.Smp_049910.1	
OG0000791	6183.Smp_030370.1, 6183.Smp_043150.1	
OG0000792	6183.Smp_030690.1	NC_001133 Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex_ which facilitates binding of aminoacyl-tRNA to the ribosomal A site [Saccharomyces cerevisiae]
OG0000793	6183.Smp_030760.1	NC_001140 NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p [Saccharomyces cerevisiae]
OG0000794	6183.Smp_030860.1, 6183.Smp_162310.1	
OG0000795	6183.Smp_030930.2, 6183.Smp_174680.1	
OG0000796	6183.Smp_031040.2	NC_001143 tRNA 3'-end processing endonuclease tRNase Z; also localized to mitochondria and interacts genetically with Rex2 exonuclease; homolog of the human candidate prostate cancer susceptibility gene ELAC2 [Saccharomyces cerevisiae]
OG0000797	6183.Smp_031310.1	NC_001139 Protein component of the small _40S_ ribosomal subunit; nearly identical to Rps26Bp and has similarity to rat S26 ribosomal protein [Saccharomyces cerevisiae]
OG0000798	6183.Smp_031390.1, 6183.Smp_139140.1	
OG0000799	6183.Smp_031570.1	NC_001147 Protein component of the large _60S_ ribosomal subunit_ identical to Rpl18Bp and has similarity to rat L18 ribosomal protein; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation [Saccharomyces cerevisiae]
OG0000800	6183.Smp_031730.1	NC_001141 18kDa catalytic subunit of the Signal Peptidase Complex _SPC; Spc1p_ Spc2p_ Spc3p_ and Sec11p_ which cleaves the signal sequence of proteins targeted to the endoplasmic reticulum [Saccharomyces cerevisiae]
OG0000801	6183.Smp_031860.1	NC_001138 Delta subunit of the coatomer complex _COPI__ which coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER [Saccharomyces cerevisiae]
OG0000802	6183.Smp_031880.1, 6183.Smp_043990.1	
OG0000803	6183.Smp_032000.1, 6183.Smp_141270.1	
OG0000804	6183.Smp_032120.1, 6183.Smp_139580.1	
OG0000805	6183.Smp_032260.1	NC_001144 Protein component of the large _60S_ ribosomal subunit_ nearly identical to Rpl15Bp and has similarity to rat L15 ribosomal protein; binds to 5.8 S rRNA [Saccharomyces cerevisiae]
OG0000806	6183.Smp_032470.1, 6183.Smp_084950.1	
OG0000807	6183.Smp_032510.1	NC_001145 Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins_ including Pdr1p_ Yap1p_ Ste12p_ and Aft1p [Saccharomyces cerevisiae]
OG0000808	6183.Smp_032580.2	NC_001139 Alpha 5 subunit of the 20S proteasome involved in ubiquitin-dependent catabolism; human homolog is subunit zeta [Saccharomyces cerevisiae]
OG0000809	6183.Smp_032690.1, 6183.Smp_032710.1	
OG0000810	6183.Smp_032790.1, 6183.Smp_152270.1	
OG0000811	6183.Smp_032800.2, 6183.Smp_032820.1	
OG0000812	6183.Smp_033140.1	NC_001144 Subunit of the tRNA splicing endonuclease_ which is composed of Sen2p_ Sen15p_ Sen34p_ and Sen54p; Sen2p contains the active site for tRNA 5' splice site cleavage and has similarity to Sen34p and to Archaeal tRNA splicing endonuclease [Saccharomyces cerevisiae]
OG0000813	6183.Smp_033250.1, 6183.Smp_078720.1	
OG0000814	6183.Smp_033330.1, 6183.Smp_170030.1	
OG0000815	6183.Smp_033590.1	NC_001144 Essential protein_ component of a complex containing Cef1p; has similarity to S. pombe Cwf24p [Saccharomyces cerevisiae]
OG0000816	6183.Smp_033700.1, 6183.Smp_125890.1	
OG0000817	6183.Smp_033930.1, 6183.Smp_190970.1	
OG0000818	6183.Smp_034100.1	NC_001136 RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS [Saccharomyces cerevisiae]
OG0000819	6183.Smp_034120.1, 6183.Smp_164210.1	
OG0000820	6183.Smp_034490.1	NC_001142 Beta 1 subunit of the 20S proteasome_ responsible for cleavage after acidic residues in peptides [Saccharomyces cerevisiae]
OG0000821	6183.Smp_034670.1	NC_001144 Gamma-tubulin_ involved in nucleating microtubules from both the cytoplasmic and nuclear faces of the spindle pole body [Saccharomyces cerevisiae]
OG0000822	6183.Smp_034700.3	NC_001134 Protein anchored to the mitochondrial inner membrane_ similar to Sco1p and may have a redundant function with Sco1p in delivery of copper to cytochrome c oxidase; interacts with Cox2p [Saccharomyces cerevisiae]
OG0000823	6183.Smp_034870.1, 6183.Smp_210090.1	
OG0000824	6183.Smp_035080.1	NC_001145 ER membrane protein involved in the second step of glycosylphosphatidylinositol _GPI_ anchor assembly_ the de-N-acetylation of the N-acetylglucosaminylphosphatidylinositol intermediate; functional homolog of human PIG-Lp [Saccharomyces cerevisiae]
OG0000825	6183.Smp_035190.2, 6183.Smp_199010.1	
OG0000826	6183.Smp_035280.1, 6183.Smp_045780.1	
OG0000827	6183.Smp_035470.1	NC_001137 Beta subunit of the oligosaccharyl transferase _OST_ glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum [Saccharomyces cerevisiae]
OG0000828	6183.Smp_035790.1	NC_001146 Protein component of the large _60S_ ribosomal subunit_ identical to Rpl42Bp and has similarity to rat L44 ribosomal protein [Saccharomyces cerevisiae]
OG0000829	6183.Smp_036090.1, 6183.Smp_141620.1	
OG0000830	6183.Smp_036720.1, 6183.Smp_141940.1	
OG0000831	6183.Smp_036940.1	NC_001136 Subunit of the Sec61p translocation complex _Sec61p-Sss1p-Sbh1p_ that forms a channel for passage of secretory proteins through the endoplasmic reticulum membrane_ and of the Ssh1p complex _Ssh1p-Sbh2p-Sss1p_; interacts with Ost4p and Wbp1p [Saccharomyces cerevisiae]
OG0000832	6183.Smp_036980.1, 6183.Smp_165560.1	
OG0000833	6183.Smp_037020.1, 6183.Smp_142100.1	
OG0000834	6183.Smp_037380.1	NC_001148 Essential RNA-binding component of cleavage and polyadenylation factor_ contains five zinc fingers; required for pre-mRNA 3'-end processing and polyadenylation [Saccharomyces cerevisiae]
OG0000835	6183.Smp_037640.1	NC_001147 tRNA 2'-phosphotransferase_ catalyzes the final step in yeast tRNA splicing_ the transfer of the 2'-PO_4_ from the splice junction to NAD_+_ to form ADP-ribose 1''-2''cyclic phosphate and nicotinamide [Saccharomyces cerevisiae]
OG0000836	6183.Smp_037700.1	NC_001137 Nuclear envelope protein_ interacts with GDP-bound Gsp1p and with proteins of the nuclear pore to transport Gsp1p into the nucleus where it is an essential player in nucleocytoplasmic transport [Saccharomyces cerevisiae]
OG0000837	6183.Smp_038030.1	NC_001144 Adenylosuccinate lyase_ catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway; expression is repressed by adenine and activated by Bas1p and Pho2p; mutations in human ortholog ADSL cause adenylosuccinase deficiency [Saccharomyces cerevisiae]
OG0000838	6183.Smp_038080.1	NC_001144 Karyopherin beta_ forms a complex with Srp1p/Kap60p; mediates nuclear import of cargo proteins via a nuclear localization signal; involved in PC biosynthesis; interacts with nucleoporins to guide transport across the nuclear pore comple [Saccharomyces cerevisiae]
OG0000839	6183.Smp_038240.1	NC_001147 Cytoplasmic and mitochondrial alanyl-tRNA synthetase_ required for protein synthesis; point mutation _cdc64-1 allele_ causes cell cycle arrest at G1; lethality of null mutation is functionally complemented by human homolog [Saccharomyces cerevisiae]
OG0000840	6183.Smp_038630.1	NC_001136 Component of the mitochondrial Tim54p-Tim22p complex involved in insertion of polytopic proteins into the inner membrane [Saccharomyces cerevisiae]
OG0000841	6183.Smp_038680.1	NC_001138 Core Sm protein Sm G; part of heteroheptameric complex _with Smb1p_ Smd1p_ Smd2p_ Smd3p_ Sme1p_ and Smx3p_ that is part of the spliceosomal U1_ U2_ U4_ and U5 snRNPs; homolog of human Sm G [Saccharomyces cerevisiae]
OG0000842	6183.Smp_038730.5, 6183.Smp_182770.1	
OG0000843	6183.Smp_038820.1	NC_001148 Protein of unknown function that plays a pro-death role in response to oxidative stress; highly conserved across species and similar to human protein NDOR1; allele is synthetically lethal with the pol3-13 allele of DNA polymerase delta [Saccharomyces cerevisiae]
OG0000844	6183.Smp_038930.1	NC_001136 Protein required for processing of 20S pre-rRNA in the cytoplasm_ associates with pre-40S ribosomal particles [Saccharomyces cerevisiae]
OG0000845	6183.Smp_038940.1	NC_001134 Methyltransferase_ catalyzes the transfer of a methyl group from S-adenosylmethionine to the GpppN terminus of capped mRNA [Saccharomyces cerevisiae]
OG0000846	6183.Smp_039010.1, 6183.Smp_149030.1	
OG0000847	6183.Smp_039130.1, 6183.Smp_131940.1	
OG0000848	6183.Smp_039300.1, 6183.Smp_098550.1	
OG0000849	6183.Smp_039400.1	NC_001137 Translation initiation factor eIF-5A_ promotes formation of the first peptide bond; similar to and functionally redundant with Anb1p; possible role in translation elongation; undergoes an essential hypusination modification [Saccharomyces cerevisiae]
OG0000850	6183.Smp_039640.2	NC_001143 Essential conserved subunit of CPF _cleavage and polyadenylation factor__ plays a role in 3' end formation of mRNA via the specific cleavage and polyadenylation of pre-mRNA_ contains a putative RNA-binding zinc knuckle motif [Saccharomyces cerevisiae]
OG0000851	6183.Smp_039750.1, 6183.Smp_143840.1	
OG0000852	6183.Smp_039820.1, 6183.Smp_124830.1	
OG0000853	6183.Smp_039870.2, 6183.Smp_171040.1	
OG0000854	6183.Smp_040270.1, 6183.Smp_132760.1	
OG0000855	6183.Smp_040350.1, 6183.Smp_170910.1	
OG0000856	6183.Smp_040360.1, 6183.Smp_164200.1	
OG0000857	6183.Smp_040450.1	NC_001147 Constituent of 66S pre-ribosomal particles_ required for maturation of the large ribosomal subunit [Saccharomyces cerevisiae]
OG0000858	6183.Smp_040460.1, 6183.Smp_140120.1	
OG0000859	6183.Smp_040570.1, 6183.Smp_059570.1	
OG0000860	6183.Smp_040710.1	NC_001147 RNA polymerase II subunit B12.5; part of central core; similar to Rpc19p and bacterial alpha subunit [Saccharomyces cerevisiae]
OG0000861	6183.Smp_040800.1	NC_001134 Cytoplasmic and mitochondrial glycyl-tRNA synthase that ligates glycine to the cognate anticodon bearing tRNA; transcription termination factor that may interact with the 3'-end of pre-mRNA to promote 3'-end formation [Saccharomyces cerevisiae]
OG0000862	6183.Smp_041450.1	NC_001140 Cytosolic asparaginyl-tRNA synthetase_ required for protein synthesis_ catalyzes the specific attachment of asparagine to its cognate tRNA [Saccharomyces cerevisiae]
OG0000863	6183.Smp_041600.1	NC_001134 Cytoplasmic isoleucine-tRNA synthetase_ target of the G1-specific inhibitor reveromycin A [Saccharomyces cerevisiae]
OG0000864	6183.Smp_041740.1	NC_001142 Subunit of the cytosolic chaperonin Cct ring complex_ related to Tcp1p_ required for the assembly of actin and tubulins in vivo [Saccharomyces cerevisiae]
OG0000865	6183.Smp_041750.1, 6183.Smp_105690.1	
OG0000866	6183.Smp_042210.1	NC_001148 Subunit of the origin recognition complex_ which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing [Saccharomyces cerevisiae]
OG0000867	6183.Smp_042270.2	NC_001147 One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription [Saccharomyces cerevisiae]
OG0000868	6183.Smp_042300.2, 6183.Smp_075120.1	
OG0000869	6183.Smp_042390.1, 6183.Smp_178890.1	
OG0000870	6183.Smp_042430.2	NC_001136 Subunit of the GINS complex _Sld5p_ Psf1p_ Psf2p_ Psf3p__ which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery [Saccharomyces cerevisiae]
OG0000871	6183.Smp_042440.1, 6183.Smp_122050.1	
OG0000872	6183.Smp_042700.1, 6183.Smp_198170.1	
OG0000873	6183.Smp_042790.1	NC_001148 Dolichol phosphate mannose _Dol-P-Man_ synthase of the ER membrane_ catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man; required for glycosyl phosphatidylinositol membrane anchoring_ O mannosylation_ and protein glycosylation [Saccharomyces cerevisiae]
OG0000874	6183.Smp_042980.1	NC_001145 Mevalonate kinase_ acts in the biosynthesis of isoprenoids and sterols_ including ergosterol_ from mevalonate [Saccharomyces cerevisiae]
OG0000875	6183.Smp_043100.1, 6183.Smp_053940.1	
OG0000876	6183.Smp_043200.1	NC_001146 Essential serine kinase involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p [Saccharomyces cerevisiae]
OG0000877	6183.Smp_043350.1	NC_001136 UDP-N-acetylglucosamine pyrophosphorylase_ catalyzes the formation of UDP-N-acetylglucosamine _UDP-GlcNAc__ which is important in cell wall biosynthesis_ protein N-glycosylation_ and GPI anchor biosynthesis [Saccharomyces cerevisiae]
OG0000878	6183.Smp_043420.1, 6183.Smp_154100.1	
OG0000879	6183.Smp_043610.1, 6183.Smp_052750.1	
OG0000880	6183.Smp_043860.1, 6183.Smp_147190.1	
OG0000881	6183.Smp_043930.1, 6183.Smp_059660.1	
OG0000882	6183.Smp_044280.1	NC_001136 Nucleolar protein_ component of the small subunit processome complex_ which is required for processing of pre-18S rRNA; has similarity to mammalian fibrillarin [Saccharomyces cerevisiae]
OG0000883	6183.Smp_044470.1, 6183.Smp_077400.1	
OG0000884	6183.Smp_044580.1	NC_001139 Protein component of the large _60S_ ribosomal subunit_ has similarity to rat L30 ribosomal protein; involved in pre-rRNA processing in the nucleolus; autoregulates splicing of its transcript [Saccharomyces cerevisiae]
OG0000885	6183.Smp_044610.1, 6183.Smp_125590.1	
OG0000886	6183.Smp_044690.1, 6183.Smp_137160.1	
OG0000887	6183.Smp_045040.1	NC_001135 AdoMet-dependent methyltransferase involved in rRNA processing and 60S ribosomal subunit maturation; methylates G2922 in the tRNA docking site of the large subunit rRNA and in the absence of snR52_ U2921; suppressor of PAB1 mutants [Saccharomyces cerevisiae]
OG0000888	6183.Smp_045060.1, 6183.Smp_060170.1	
OG0000889	6183.Smp_045260.1	NC_001136 5-aminolevulinate synthase_ catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p [Saccharomyces cerevisiae]
OG0000890	6183.Smp_045330.1, 6183.Smp_145440.1	
OG0000891	6183.Smp_045430.3	NC_001134 Component of UDP-GlcNAc transferase required for the second step of dolichyl-linked oligosaccharide synthesis; anchors the catalytic subunit Alg13p to the ER membrane; similar to bacterial and human glycosyltransferases [Saccharomyces cerevisiae]
OG0000892	6183.Smp_045470.1, 6183.Smp_162760.1	
OG0000893	6183.Smp_045510.1	NC_001136 Ubiquitin-like protein of the SUMO family_ conjugated to lysine residues of target proteins; regulates chromatid cohesion_ chromosome segregation_ APC-mediated proteolysis_ DNA replication and septin ring dynamics; phosphorylated at Ser2 [Saccharomyces cerevisiae]
OG0000894	6183.Smp_045710.1, 6183.Smp_053040.1	
OG0000895	6183.Smp_045750.1	NC_001136 Subunit of TFIIH and nucleotide excision repair factor 3 complexes_ involved in transcription initiation_ required for nucleotide excision repair; ring finger protein similar to mammalian CAK and TFIIH subunit [Saccharomyces cerevisiae]
OG0000896	6183.Smp_045760.1	NC_001140 tRNA_m_1_G37_methyltransferase_ methylates a tRNA base adjacent to the anticodon that has a role in prevention of frameshifting; highly conserved across Archaea_ Bacteria_ and Eukarya [Saccharomyces cerevisiae]
OG0000897	6183.Smp_045810.1	NC_001139 Aminolevulinate dehydratase_ a homo-octameric enzyme_ catalyzes the conversion of 5-aminolevulinate to porphobilinogen_ the second step in heme biosynthesis; enzymatic activity is zinc-dependent; localizes to the cytoplasm and nucleus [Saccharomyces cerevisiae]
OG0000898	6183.Smp_045950.2, 6183.Smp_050920.1	
OG0000899	6183.Smp_046020.1	NC_001143 Conserved nuclear regulatory subunit of Glc7p type 1 protein serine-threonine phosphatase _PP1__ functions positively with Glc7p to promote dephosphorylation of nuclear substrates required for chromosome transmission during mitosis [Saccharomyces cerevisiae]
OG0000900	6183.Smp_046090.2	NC_001142 Subunit of the cytosolic chaperonin Cct ring complex_ related to Tcp1p_ required for the assembly of actin and tubulins in vivo [Saccharomyces cerevisiae]
OG0000901	6183.Smp_046500.2	NC_001134 Proliferating cell nuclear antigen _PCNA__ functions as the sliding clamp for DNA polymerase delta; may function as a docking site for other proteins required for mitotic and meiotic chromosomal DNA replication and for DNA repair [Saccharomyces cerevisiae]
OG0000902	6183.Smp_046550.1	NC_001134 Protein associated with U3 and U14 snoRNAs_ required for pre-rRNA processing and 40S ribosomal subunit synthesis; localized in the nucleus and concentrated in the nucleolus [Saccharomyces cerevisiae]
OG0000903	6183.Smp_046680.1	NC_001142 Possible U3 snoRNP protein involved in maturation of pre-18S rRNA_ based on computational analysis of large-scale protein-protein interaction data [Saccharomyces cerevisiae]
OG0000904	6183.Smp_046740.1, 6183.Smp_048430.1	
OG0000905	6183.Smp_046800.1, 6183.Smp_095360.1	
OG0000906	6183.Smp_046810.1, 6183.Smp_152200.1	
OG0000907	6183.Smp_046880.2	NC_001148 UDP-GlcNAc-binding and catalytic subunit of the enzyme that mediates the first step in glycosylphosphatidylinositol _GPI_ biosynthesis_ mutations cause defects in transcription and in biogenesis of cell wall proteins [Saccharomyces cerevisiae]
OG0000908	6183.Smp_047190.1, 6183.Smp_154470.1	
OG0000909	6183.Smp_047200.1	NC_001147 Protein component of the large _60S_ ribosomal subunit_ has similarity to E. coli L3 and rat L3 ribosomal proteins; involved in the replication and maintenance of killer double stranded RNA virus [Saccharomyces cerevisiae]
OG0000910	6183.Smp_047330.1, 6183.Smp_147540.1	
OG0000911	6183.Smp_047450.1	NC_001143 Vesicle membrane protein _v-SNARE_ with acyltransferase activity; involved in trafficking to and within the Golgi_ endocytic trafficking to the vacuole_ and vacuolar fusion; membrane localization due to prenylation at the carboxy-terminus [Saccharomyces cerevisiae]
OG0000912	6183.Smp_047570.1, 6183.Smp_197890.1	
OG0000913	6183.Smp_047610.1	NC_001144 DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p_ recruits elongation machinery; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes [Saccharomyces cerevisiae]
OG0000914	6183.Smp_047740.1	NC_001138 Subunit of the 19S regulatory particle of the 26S proteasome lid; synthetically lethal with RPT1_ which is an ATPase component of the 19S regulatory particle; physically interacts with Nob1p and Rpn3p [Saccharomyces cerevisiae]
OG0000915	6183.Smp_047870.1, 6183.Smp_128670.1	
OG0000916	6183.Smp_048380.1, 6183.Smp_146050.1	
OG0000917	6183.Smp_048520.1	NC_001134 Cis-prenyltransferase involved in dolichol synthesis; participates in endoplasmic reticulum _ER_ protein sorting [Saccharomyces cerevisiae]
OG0000918	6183.Smp_048540.1	NC_001145 Dolichol kinase_ catalyzes the terminal step in dolichyl monophosphate _Dol-P_ biosynthesis; required for viability and for normal rates of lipid intermediate synthesis and protein N-glycosylation [Saccharomyces cerevisiae]
OG0000919	6183.Smp_048620.1	NC_001136 Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp45p _PM/SCL-75_ EXOSC9_ [Saccharomyces cerevisiae]
OG0000920	6183.Smp_048760.1	NC_001148 Nuclear protein that acts as a heterodimer with Uba2p to activate Smt3p _SUMO_ before its conjugation to proteins _sumoylation__ which may play a role in protein targeting; essential for viability [Saccharomyces cerevisiae]
OG0000921	6183.Smp_049150.1, 6183.Smp_064380.1	
OG0000922	6183.Smp_049170.1, 6183.Smp_090150.2	
OG0000923	6183.Smp_049390.1	NC_001137 Delta 1-pyrroline-5-carboxylate reductase_ catalyzes the last step in proline biosynthesis [Saccharomyces cerevisiae]
OG0000924	6183.Smp_049400.1, 6183.Smp_148600.1	
OG0000925	6183.Smp_049880.1	NC_001142 Essential component of the nuclear pore complex_ which mediates nuclear import and export [Saccharomyces cerevisiae]
OG0000926	6183.Smp_050160.1, 6183.Smp_141160.1	
OG0000927	6183.Smp_050360.1	NC_001133 Essential nuclear protein_ constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus [Saccharomyces cerevisiae]
OG0000928	6183.Smp_050380.1, 6183.Smp_056390.1	
OG0000929	6183.Smp_050470.1	NC_001144 Nucleolar protein_ component of the small subunit _SSU_ processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA [Saccharomyces cerevisiae]
OG0000930	6183.Smp_050570.1	NC_001136 Essential NTPase required for small ribosome subunit synthesis_ mediates processing of the 20S pre-rRNA at site D in the cytoplasm but associates only transiently with 43S preribosomes via Rps14p_ may be the endonuclease for site D [Saccharomyces cerevisiae]
OG0000931	6183.Smp_050820.1	NC_001134 Subunit of heteropentameric Replication factor C _RF-C__ which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen _PCNA_ processivity factor for DNA polymerases delta and epsilon [Saccharomyces cerevisiae]
OG0000932	6183.Smp_051230.1, 6183.Smp_051300.1	
OG0000933	6183.Smp_051360.1	NC_001134 UDP-N-acetyl-glucosamine-1-P transferase_ transfers Glc-Nac-P from UDP-GlcNac to Dol-P in the ER in the first step of the dolichol pathway of protein asparagine-linked glycosylation; inhibited by tunicamycin [Saccharomyces cerevisiae]
OG0000934	6183.Smp_051670.1, 6183.Smp_165890.1	
OG0000935	6183.Smp_051920.2, 6183.Smp_055740.1	
OG0000936	6183.Smp_052060.1, 6183.Smp_127730.1	
OG0000937	6183.Smp_052230.1, 6183.Smp_147710.1	
OG0000938	6183.Smp_052800.1	NC_001146 Essential subunit of RNA polymerase III transcription factor _TFIIIB__ which is involved in transcription of genes encoding tRNAs_ 5S rRNA_ U6 snRNA_ and other small RNAs [Saccharomyces cerevisiae]
OG0000939	6183.Smp_052870.1	NC_001148 Essential_ non-ATPase regulatory subunit of the 26S proteasome_ similar to another S. cerevisiae regulatory subunit_ Rpn5p_ as well as to mammalian proteasome subunits [Saccharomyces cerevisiae]
OG0000940	6183.Smp_052910.1	NC_001136 Evolutionarily conserved kinetochore protein that is part of multiple protein complexes_ including the SCF ubiquitin ligase complex_ the CBF3 complex that binds centromeric DNA_ and the RAVE complex that regulates assembly of the V-ATPase [Saccharomyces cerevisiae]
OG0000941	6183.Smp_053140.1	NC_001147 Catalytic subunit of the histone acetyltransferase complex _NuA4_ that acetylates four conserved internal lysines of histone H4 N-terminal tail; required for cell cycle progression and transcriptional silencing at the rDNA locus [Saccharomyces cerevisiae]
OG0000942	6183.Smp_053220.1, 6183.Smp_150700.1	
OG0000943	6183.Smp_053230.1	NC_001145 Putative cytochrome b5 reductase_ localized to the plasma membrane; may be involved in regulation of lifespan; required for maturation of Gas1p and Pho8p_ proposed to be involved in protein trafficking [Saccharomyces cerevisiae]
OG0000944	6183.Smp_053460.1	NC_001139 Integral membrane protein involved in glycosylphosphatidylinositol _GPI_ anchor synthesis; putative alpha 1_2 mannosyltransferase required for addition of the third mannose onto the GPI core structure; human PIG-Bp is a functional homolog [Saccharomyces cerevisiae]
OG0000945	6183.Smp_053510.1	NC_001144 Cytoplasmic aspartyl-tRNA synthetase_ homodimeric enzyme that catalyzes the specific aspartylation of tRNA_Asp_; class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation [Saccharomyces cerevisiae]
OG0000946	6183.Smp_053610.1	NC_001136 Cytosolic seryl-tRNA synthetase_ class II aminoacyl-tRNA synthetase that aminoacylates tRNA_Ser__ displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate_ interacts with peroxin Pex21p [Saccharomyces cerevisiae]
OG0000947	6183.Smp_053800.1, 6183.Smp_180390.1	
OG0000948	6183.Smp_053820.1	NC_001144 Essential subunit of Sec61 complex _Sec61p_ Sbh1p_ and Sss1p_; forms a channel for SRP-dependent protein import and retrograde transport of misfolded proteins out of the ER; with Sec63 complex allows SRP-independent protein import into ER [Saccharomyces cerevisiae]
OG0000949	6183.Smp_053900.1, 6183.Smp_134300.1	
