Orthogroup	protein_mansoni	resultado_cel	resultado_dme	resultado_sce
OG0001759	6183.Smp_028080.1	NP_493648.1	AAF58417.1	NP_014025.1
OG0001760	6183.Smp_028140.1	NP_493947.1, NP_493948.1	AAF54392.3	
OG0001761	6183.Smp_028210.1		AAF54865.2, AAF54866.1, AAF54868.2	
OG0001762	6183.Smp_028330.1	NP_496971.1	AAF46235.1	NP_013851.1
OG0001763	6183.Smp_028340.1	NP_491117.1	Q9VEB3	NP_013007.1
OG0001764	6183.Smp_028440.1	NP_491955.1	AAF48453.1	NP_010961.3
OG0001765	6183.Smp_028630.1	NP_495005.1, NP_495006.2	AAF57664.2	
OG0001766	6183.Smp_028670.1	NP_510264.1, NP_510265.1	NP_523561.1	
OG0001767	6183.Smp_028930.1	NP_498410.1	AAF54565.1	NP_010469.3
OG0001768	6183.Smp_028940.1	NP_505435.1	AAF52701.1	NP_010532.3
OG0001769	6183.Smp_028980.1	NP_502575.1	AAF53000.1	NP_012715.3
OG0001770	6183.Smp_029040.1	NP_499279.2	AAF54267.1	NP_012955.1
OG0001771	6183.Smp_029060.1	NP_502789.1	AAF53967.3	NP_014545.2
OG0001772	6183.Smp_029070.1, 6183.Smp_100310.1, 6183.Smp_106410.1, 6183.Smp_177260.1			
OG0001773	6183.Smp_029100.2	NP_497021.1	AAF51690.1	NP_014444.1
OG0001774	6183.Smp_029160.1	NP_510177.1	AAF56596.1, NP_609896.1	
OG0001775	6183.Smp_029230.1	NP_493553.1	AAF51730.1	NP_015099.1
OG0001776	6183.Smp_029240.2	NP_507909.1	AAF54556.1	NP_009590.1
OG0001777	6183.Smp_029390.1	NP_508711.1	NP_476908.1	NP_009685.3
OG0001778	6183.Smp_029620.1, 6183.Smp_126870.1	NP_497081.1	AAF49729.3	
OG0001779	6183.Smp_029730.1	NP_497319.1	AAF48296.2	NP_015313.1
OG0001780	6183.Smp_030000.1, 6183.Smp_083870.1	NP_506260.1	AAF54991.2	
OG0001781	6183.Smp_030030.1	NP_499481.2	AAF48318.3, NP_611583.1	
OG0001782	6183.Smp_030250.1	NP_509999.1	AAF50269.1	NP_011277.1
OG0001783	6183.Smp_030280.1	NP_501501.1	AAF49636.1	NP_011850.1
OG0001784	6183.Smp_030290.1	NP_494764.1	Q9VTE5.1	NP_010913.2
OG0001785	6183.Smp_030860.1, 6183.Smp_162310.1	NP_491302.1	Q9V9K7.2	
OG0001786	6183.Smp_030930.2	NP_497750.1	AAF50025.1	NP_012163.1
OG0001787	6183.Smp_031040.2	NP_500626.2	AAF58812.2	NP_013005.1
OG0001788	6183.Smp_031570.1	NP_502655.1	AAF50596.1	NP_014098.1
OG0001789	6183.Smp_031730.1	NP_491092.1	AAD19813.1	NP_012288.1
OG0001790	6183.Smp_031860.1	NP_498463.1	AAF45673.1	NP_116709.3
OG0001791	6183.Smp_031990.1	NP_500129.1	AAF55624.1	NP_014021.1
OG0001792	6183.Smp_032150.1	NP_494919.1	AAF52150.1	NP_012883.1
OG0001793	6183.Smp_032280.1	NP_490681.2, NP_490682.2	AAF59320.2	
OG0001794	6183.Smp_032420.1	NP_491125.4	NP_523704.1	NP_011615.1
OG0001795	6183.Smp_032510.1	NP_490715.1	NP_524226.1	NP_014039.1
OG0001796	6183.Smp_032580.2	NP_492765.1	Q95083.2	NP_011769.1
OG0001797	6183.Smp_032760.1	NP_502186.1	NP_610747.1	NP_009604.1
OG0001798	6183.Smp_032790.1, 6183.Smp_152270.1	NP_510487.1	AAF57742.1	
OG0001799	6183.Smp_032800.2, 6183.Smp_032820.1	NP_493279.1	AAF55614.2	
OG0001800	6183.Smp_032970.1, 6183.Smp_032980.1, 6183.Smp_032990.1, 6183.Smp_139970.1			
OG0001801	6183.Smp_033330.1, 6183.Smp_170030.1	NP_493505.1	AAF50570.2	
OG0001802	6183.Smp_033350.1	NP_492913.1	AAF57293.2	NP_015229.1
OG0001803	6183.Smp_033590.1	NP_499375.1	XP_081293.1	NP_013427.1
OG0001804	6183.Smp_034120.1	NP_505641.2	AAF45335.2, NP_524298.1	
OG0001805	6183.Smp_034300.1	NP_500046.2, NP_504947.2, NP_504949.2		
OG0001806	6183.Smp_034430.1	NP_492686.1	NP_523828.1	NP_015425.1
OG0001807	6183.Smp_034490.1	NP_500125.2	AAF58077.1	NP_012533.1
OG0001808	6183.Smp_034530.1	NP_496981.2	AAF56310.2	NP_015392.1
OG0001809	6183.Smp_034550.1	NP_506127.1, NP_506128.1	AAF45705.2	
OG0001810	6183.Smp_035080.1	NP_492873.2	AAF55732.3	NP_014008.1
OG0001811	6183.Smp_035090.2	NP_498156.1	AAF57316.2, NP_524868.1	
OG0001812	6183.Smp_035190.2, 6183.Smp_199010.1	NP_504235.2	AAF53336.2	
OG0001813	6183.Smp_035280.1	NP_501359.1	AAF52691.1	NP_011979.1
OG0001814	6183.Smp_035300.2	NP_508198.1	NP_569863.1	NP_013370.1
OG0001815	6183.Smp_035390.1	NP_495184.1	NP_477131.1, P29349.2	
OG0001816	6183.Smp_035460.1	NP_500264.4, NP_500265.3	NP_608818.4	
OG0001817	6183.Smp_035470.1	NP_495655.1	AAF46453.1	NP_010914.3
OG0001818	6183.Smp_035500.1	NP_495496.2	AAF57542.1, NP_609957.2	
OG0001819	6183.Smp_035540.1, 6183.Smp_147960.1, 6183.Smp_147980.1, 6183.Smp_167300.1			
OG0001820	6183.Smp_036400.1	NP_496907.1, NP_496908.1	AAF46185.1	
OG0001821	6183.Smp_037540.2, 6183.Smp_052510.1, 6183.Smp_142810.1, 6183.Smp_156550.1			
OG0001822	6183.Smp_037590.1	NP_506706.1	AAD32859.1	NP_010882.1
OG0001823	6183.Smp_038030.1	NP_492049.1	AAF55375.1	NP_013463.1
OG0001824	6183.Smp_038080.1	NP_491477.2	NP_477496.1	NP_013451.1
OG0001825	6183.Smp_038100.1	NP_498111.2	AAF59391.1	NP_012655.3
OG0001826	6183.Smp_038210.1	NP_495987.1, NP_508620.1	AAF49872.3	
OG0001827	6183.Smp_038240.1	NP_491281.1	AAF52657.1	NP_014980.3
OG0001828	6183.Smp_038330.1	NP_495928.2	AAF51407.1	NP_010088.1
OG0001829	6183.Smp_038410.1	NP_491249.1	AAF54261.1	NP_012530.1
OG0001830	6183.Smp_038680.1	NP_491032.1	NP_573139.1	NP_116636.1
OG0001831	6183.Smp_038820.1	NP_507875.1	AAF50424.1	NP_015373.1
OG0001832	6183.Smp_038840.1	NP_492066.2, NP_501908.2	AAF56335.1	
OG0001833	6183.Smp_038930.1	NP_494840.1	AAF51709.1	NP_010223.1
OG0001834	6183.Smp_038940.1	NP_492674.2	NP_523568.2	NP_009795.3
OG0001835	6183.Smp_039000.1	NP_491593.1	XP_081326.1	NP_010584.1
OG0001836	6183.Smp_039640.2	NP_492424.2	NP_611884.1	NP_012864.1
OG0001837	6183.Smp_039670.1	NP_506007.1, NP_506008.1	NP_569980.1	
OG0001838	6183.Smp_040450.1	NP_491655.1	AAF53009.1	NP_014915.3
OG0001839	6183.Smp_040540.1	NP_499779.1	NP_573057.1	NP_010953.1
OG0001840	6183.Smp_040560.1	NP_499865.1	AAF58991.1	NP_011304.2
OG0001841	6183.Smp_040570.1	NP_492481.1	NP_523457.1	NP_014732.1
OG0001842	6183.Smp_040710.1	NP_496942.1	NP_609836.1	NP_014638.1
OG0001843	6183.Smp_041390.1	NP_493381.1	AAF48626.1	NP_013735.1
OG0001844	6183.Smp_041450.1	NP_492006.1	NP_609948.1	NP_011883.1
OG0001845	6183.Smp_041600.1	NP_501914.1	NP_524840.2	NP_009477.1
OG0001846	6183.Smp_041680.1	NP_503154.1	AAF57019.1	NP_013634.1
OG0001847	6183.Smp_041760.1	NP_491994.2	NP_477197.1	NP_011091.1
OG0001848	6183.Smp_041890.2	NP_495796.1	Q9VPP5.1	NP_014327.1
OG0001849	6183.Smp_042270.2	NP_491672.1	NP_524464.1	NP_014760.3
OG0001850	6183.Smp_042430.2	NP_507905.2	AAF56561.1	NP_010777.3
OG0001851	6183.Smp_042670.2	NP_491163.1	AAF49656.2	NP_010382.3
OG0001852	6183.Smp_042790.1	NP_499931.2	Q9VIU7.1	NP_015509.1
OG0001853	6183.Smp_042810.1	NP_501841.1	NP_536785.3	NP_013795.1
OG0001854	6183.Smp_042980.1	NP_498328.1	NP_610803.1	NP_013935.1
OG0001855	6183.Smp_042990.1	NP_500023.1		NP_011433.3, NP_015133.1
OG0001856	6183.Smp_043200.1	NP_493544.2	AAF56435.1	NP_014192.1
OG0001857	6183.Smp_043500.1	NP_491984.2, NP_491985.4	AAF55738.2	
OG0001858	6183.Smp_043570.1, 6183.Smp_044750.1, 6183.Smp_046290.1, 6183.Smp_145660.1			
OG0001859	6183.Smp_043670.2	NP_508506.1	NP_523676.1	NP_013932.1
OG0001860	6183.Smp_043930.1, 6183.Smp_059660.1	NP_508918.2	AAF52328.1	
OG0001861	6183.Smp_044160.1	NP_501552.1	AAF56493.1	NP_014395.3
OG0001862	6183.Smp_044280.1	NP_506691.1	NP_523817.1	NP_010270.1
OG0001863	6183.Smp_044440.1	NP_503354.1	NP_524310.1	NP_010113.1
OG0001864	6183.Smp_044690.1	NP_510493.2	AAF54725.1, AAF54726.2	
OG0001865	6183.Smp_044970.1	NP_500617.1	AAF49388.2	NP_012141.1
OG0001866	6183.Smp_045250.1	NP_495822.1	AAF57183.1	NP_009734.1
OG0001867	6183.Smp_045430.3	NP_500417.2	AAF48461.1	NP_009626.1
OG0001868	6183.Smp_045470.1, 6183.Smp_162760.1	NP_498760.2	AAF54628.4	
OG0001869	6183.Smp_045480.2	NP_508021.1, NP_508022.1	AAF52776.1	
OG0001870	6183.Smp_045510.1	NP_490842.1	NP_477411.1	NP_010798.1
OG0001871	6183.Smp_045610.1	NP_508774.1	AAF49090.1	NP_010146.1
OG0001872	6183.Smp_045620.1	NP_492416.2	AAF54217.1	NP_014146.1
OG0001873	6183.Smp_045750.1	NP_494280.3	NP_610605.1	NP_010748.3
OG0001874	6183.Smp_046090.2	NP_500035.3	AAF59029.3	NP_012526.1
OG0001875	6183.Smp_046140.1	NP_492021.1, NP_492022.3	AAD38665.1	
OG0001876	6183.Smp_046550.1	NP_498510.1	P51406.2	NP_009806.3
OG0001877	6183.Smp_046680.1	NP_498555.1	NP_611121.1	NP_012466.1
OG0001878	6183.Smp_046690.1	NP_498289.1	AAF47806.3	NP_013061.1
OG0001879	6183.Smp_046740.1	NP_502753.2	AAF49294.1	NP_116635.1
OG0001880	6183.Smp_046880.2	NP_495840.1	AAF57802.1	NP_015150.2
OG0001881	6183.Smp_047110.1	NP_492326.1	AAF49303.1	NP_011344.1
OG0001882	6183.Smp_047200.1	NP_497783.1	AAF54609.1	NP_014706.1
OG0001883	6183.Smp_047370.1	NP_498457.1	AAF55516.1	NP_012838.1
OG0001884	6183.Smp_047440.1	NP_490811.3, NP_499182.1	NP_611929.1	
OG0001885	6183.Smp_047450.1	NP_498605.1	NP_572423.1	NP_012725.1
OG0001886	6183.Smp_047610.1	NP_497756.2	NP_569880.1	NP_013204.1
OG0001887	6183.Smp_048160.1, 6183.Smp_159350.1	NP_496484.3, NP_496485.2		
OG0001888	6183.Smp_048240.1	NP_491349.1, NP_491350.1	NP_611051.2	
OG0001889	6183.Smp_048260.2	NP_505053.1	NP_608331.1	NP_015456.2
OG0001890	6183.Smp_048620.1	NP_498581.1	AAF48665.2	NP_010566.1
OG0001891	6183.Smp_048650.1	NP_492056.1	AAF51208.2	NP_010158.1
OG0001892	6183.Smp_048660.1	NP_505660.1	AAF55992.2	NP_013298.1
OG0001893	6183.Smp_048760.1	NP_505604.2	AAF54815.1	NP_015506.1
OG0001894	6183.Smp_048990.1	NP_500844.1	Q9VCE1.1	NP_015205.1
OG0001895	6183.Smp_049500.1	NP_498339.1	AAF49142.1	NP_116664.1
OG0001896	6183.Smp_049600.4	NP_491084.1, NP_509209.1	AAF54411.1	
OG0001897	6183.Smp_050130.1	NP_498034.1	AAF52132.1	NP_014807.3
OG0001898	6183.Smp_050350.2	NP_499245.1	NP_608575.1	NP_011876.1
OG0001899	6183.Smp_050360.1	NP_498395.1	NP_572508.1	NP_009377.2
OG0001900	6183.Smp_050430.1	NP_501004.2, NP_501005.2	AAF54893.1	
OG0001901	6183.Smp_050470.1	NP_496100.1	AAF58888.1	NP_013323.1
OG0001902	6183.Smp_050540.1	NP_499291.1	NP_524427.1	NP_010893.3
OG0001903	6183.Smp_050570.1	NP_496065.1	NP_610797.1	NP_010115.1
OG0001904	6183.Smp_050590.1	NP_501392.1	AAF50178.1	NP_011877.1
OG0001905	6183.Smp_050730.1	NP_499648.3	AAF58765.2	NP_011716.3
OG0001906	6183.Smp_050740.1	NP_497808.1	NP_609947.1	NP_009681.3
OG0001907	6183.Smp_050820.1	NP_502517.1	AAF53076.2	NP_009644.3
OG0001908	6183.Smp_050880.1	NP_505521.2	AAF58406.2	NP_010014.1
OG0001909	6183.Smp_051260.1	NP_507940.1	NP_524726.1	NP_012246.1
OG0001910	6183.Smp_051550.1	NP_498518.2	AAF54151.3	NP_009591.1
OG0001911	6183.Smp_051920.2, 6183.Smp_055740.1	NP_496358.1	NP_476658.1	
OG0001912	6183.Smp_052140.1	NP_501910.1, NP_502395.1	AAF55349.1	
OG0001913	6183.Smp_052330.1	NP_498606.1	AAF51755.1	NP_014350.1
OG0001914	6183.Smp_052390.1	NP_501986.2	NP_477132.1	NP_014138.1
OG0001915	6183.Smp_052740.1	NP_507527.2	AAF47147.2, AAF54495.1	
OG0001916	6183.Smp_052790.1	NP_497411.2	AAF56406.2	NP_015316.1
OG0001917	6183.Smp_052800.1	NP_491553.1	NP_609643.2	NP_014359.3
OG0001918	6183.Smp_052810.1	NP_502129.1	P12646.3	NP_014158.1
OG0001919	6183.Smp_052870.1	NP_501632.1	Q9V3G7.1	NP_015433.1
OG0001920	6183.Smp_053040.1	NP_490762.1	AAF46863.1	NP_013794.1
OG0001921	6183.Smp_053100.1	AAF22963.1, NP_501858.1	NP_609012.2	
OG0001922	6183.Smp_053140.1	NP_504796.1	CAA21829.1	NP_014887.3
OG0001923	6183.Smp_053420.1	NP_506628.1	AAF47838.1, AAF49380.1	
OG0001924	6183.Smp_053460.1	NP_494918.2	AAF47795.2	NP_011373.1
OG0001925	6183.Smp_053510.1	NP_499089.1	NP_476609.1	NP_013083.1
OG0001926	6183.Smp_053560.1	NP_500005.1, NP_500006.2	NP_524769.1	
OG0001927	6183.Smp_053610.1	NP_501804.1	AAF51155.1	NP_010306.1
OG0001928	6183.Smp_053700.1	NP_496838.1, NP_508996.1	AAF49336.1	
OG0001929	6183.Smp_053820.1	NP_502793.1	AAF52389.2	NP_013482.1
OG0001930	6183.Smp_054120.1	NP_493387.1	AAF52940.2	NP_011052.1
OG0001931	6183.Smp_054170.1	NP_510036.1	AAF47283.3, AAF47285.1	
OG0001932	6183.Smp_054220.1	NP_491641.1	NP_477437.1	NP_011905.1
OG0001933	6183.Smp_054340.2	NP_495898.1	AAF46442.2	NP_012124.1
OG0001934	6183.Smp_054780.1	NP_501167.1	AAF56959.2	NP_009481.1
OG0001935	6183.Smp_054840.1	NP_496558.1	NP_477121.1	NP_009530.1
OG0001936	6183.Smp_055090.1	NP_510219.1, NP_510220.1	AAF46055.3	
OG0001937	6183.Smp_055600.1, 6183.Smp_192580.1	NP_496982.2	AAF56389.1	
OG0001938	6183.Smp_055760.1	NP_499298.2	NP_611732.1	NP_015349.1
OG0001939	6183.Smp_055800.1	NP_498661.1	NP_609305.1	NP_011617.1
OG0001940	6183.Smp_055890.1	NP_497821.1	AAF58599.2	NP_012508.1
OG0001941	6183.Smp_055900.3	NP_495238.2, NP_495239.2		NP_012578.3
OG0001942	6183.Smp_055990.1	NP_504290.1	AAF55811.1	NP_014179.1
OG0001943	6183.Smp_056200.1	NP_491989.1, NP_497927.2	AAF56494.2	
OG0001944	6183.Smp_056370.1	NP_496279.1	AAF57189.1	NP_012604.1
OG0001945	6183.Smp_056390.1	NP_495017.1	AAF46188.1	NP_015172.1
OG0001946	6183.Smp_056500.1	NP_492354.1	Q9VNA5.1	NP_116708.1
OG0001947	6183.Smp_056640.1	NP_499098.1	NP_608738.1	NP_012913.3
OG0001948	6183.Smp_056850.1	NP_501122.1	AAF50344.2	NP_010369.3
OG0001949	6183.Smp_056860.1	NP_497890.1	AAC77830.1	NP_009848.4
OG0001950	6183.Smp_057230.1	NP_500549.1	NP_524365.1	NP_011875.1
OG0001951	6183.Smp_057620.1, 6183.Smp_159490.1	NP_502656.1	AAF47689.1	
OG0001952	6183.Smp_057650.1	NP_506170.2	AAF50644.1	NP_014134.1
OG0001953	6183.Smp_057930.1	NP_496708.2	NP_609382.1	NP_015153.1
OG0001954	6183.Smp_058050.1, 6183.Smp_153400.1	NP_491362.1	AAF56030.1	
OG0001955	6183.Smp_058380.1	NP_494770.2, NP_495894.1	NP_610397.4	
OG0001956	6183.Smp_058460.1	NP_497067.1	NP_611228.1	NP_015006.3
OG0001957	6183.Smp_058650.1	NP_494835.1	AAF08383.1	NP_010134.1
OG0001958	6183.Smp_058720.1	NP_506860.1	AAF45413.1	NP_013429.1
OG0001959	6183.Smp_059360.1	NP_501776.2	AAD49741.1	NP_011520.2
OG0001960	6183.Smp_059540.1	NP_501507.1	NP_523931.1	NP_015413.1
OG0001961	6183.Smp_059750.2	NP_494397.1	AAF55427.2	NP_011026.3
OG0001962	6183.Smp_059800.1	NP_491588.1	AAF57135.2	NP_009557.1
OG0001963	6183.Smp_059810.1	NP_502672.1, NP_502673.1	AAF47350.2	
OG0001964	6183.Smp_059910.3	NP_495593.2	AAF47204.1, NP_569951.1	
OG0001965	6183.Smp_059980.1	NP_508948.2	AAF45516.2	NP_015214.1
OG0001966	6183.Smp_060090.1	NP_498221.1	P80455.2	NP_015014.3
OG0001967	6183.Smp_060180.1	NP_499740.1	NP_610343.1	NP_011415.1
OG0001968	6183.Smp_060480.1	NP_501584.2, NP_502225.1, NP_503069.1		
OG0001969	6183.Smp_060860.1	NP_501315.1, NP_501316.2	AAF57737.2	
OG0001970	6183.Smp_060900.1	NP_499300.1	AAF49097.1	NP_010761.3
OG0001971	6183.Smp_060950.1	NP_505099.2	NP_524180.1	NP_009503.1
OG0001972	6183.Smp_061040.1	NP_492205.2	AAF52722.1	NP_014754.3
OG0001973	6183.Smp_061250.1	NP_496236.1	AAF51345.2	NP_009751.1
OG0001974	6183.Smp_061560.1	NP_492370.1	Q9VTN3.1	NP_011697.3
OG0001975	6183.Smp_061590.1	NP_490829.1	Q9VYS3.2	NP_013797.1
OG0001976	6183.Smp_061650.1	NP_498517.1	NP_477474.1	NP_010186.1
OG0001977	6183.Smp_061940.1	NP_498730.1	NP_523836.2	NP_010512.1
OG0001978	6183.Smp_061950.1	NP_502404.1	AAF56395.1	NP_014324.3
OG0001979	6183.Smp_061970.1	NP_495820.1	AAF59237.3	NP_012473.1
OG0001980	6183.Smp_062070.2	NP_500688.2, NP_502729.1	AAF47867.1	
OG0001981	6183.Smp_062520.1	NP_497180.3	AAF48957.1	NP_010244.1
OG0001982	6183.Smp_062610.1, 6183.Smp_155900.1	NP_500231.1	NP_573326.1	
OG0001983	6183.Smp_062720.1	NP_502818.1	AAF57661.1, NP_611354.2	
OG0001984	6183.Smp_062790.1	NP_497713.1	AAF58354.1	NP_014875.3
OG0001985	6183.Smp_063120.1	NP_498121.1	NP_608890.1	NP_012603.1
OG0001986	6183.Smp_063250.1	NP_498013.2	AAF50633.1	NP_015109.1
OG0001987	6183.Smp_063420.1	P47209.1	NP_523707.1	NP_012598.1
OG0001988	6183.Smp_063650.4	NP_503146.1	NP_476888.1	NP_015411.1
OG0001989	6183.Smp_063670.1	NP_500992.1	NP_573129.1	NP_011070.3
OG0001990	6183.Smp_063830.1	NP_496335.1	AAF53975.3	NP_013944.1
OG0001991	6183.Smp_064010.1	NP_499509.2, NP_499510.2	NP_525096.1	
OG0001992	6183.Smp_064020.4	NP_499177.3	AAF47713.3	NP_012900.1
OG0001993	6183.Smp_064050.2	NP_505567.2	AAF54514.1	NP_010476.1
OG0001994	6183.Smp_064260.1	NP_500978.1	AAF47028.1	NP_011936.1
OG0001995	6183.Smp_064510.1	NP_491090.1	AAF46553.2	NP_014699.1
OG0001996	6183.Smp_064590.1	NP_500025.1, NP_500026.1	NP_609095.1	
OG0001997	6183.Smp_064860.1	NP_503322.1	NP_477354.1	NP_014670.1
OG0001998	6183.Smp_064870.1, 6183.Smp_180470.1	NP_501038.1	AAF45366.2	
OG0001999	6183.Smp_064950.1	NP_505885.2	NP_524741.1	NP_012731.1
OG0002000	6183.Smp_065060.1	NP_493946.1	AAF51790.1	NP_011902.1
OG0002001	6183.Smp_065120.1	NP_496557.1	Q9VSF4.2	NP_011935.1
OG0002002	6183.Smp_065150.1	NP_498625.1	AAF50579.1	NP_116683.1
OG0002003	6183.Smp_065160.1	NP_502202.2	AAF58461.2	NP_015466.1
OG0002004	6183.Smp_065190.2	NP_504655.1	AAF49991.1, NP_611838.1	
OG0002005	6183.Smp_065470.3, 6183.Smp_081380.1	NP_509787.2	AAF57690.1	
OG0002006	6183.Smp_065780.1	NP_506580.1	AAF55310.1	NP_010193.1
OG0002007	6183.Smp_065840.1	NP_496536.1	AAF53802.2	NP_014311.3
OG0002008	6183.Smp_065980.1	NP_494893.1	AAF53617.1	NP_014649.1
OG0002009	6183.Smp_066150.1	NP_491171.1	AAF47777.1	NP_013674.1
OG0002010	6183.Smp_066260.1	NP_498750.2	AAF52944.2	NP_014109.1
OG0002011	6183.Smp_066370.1	NP_497852.1	AAF47505.2	NP_012672.1
OG0002012	6183.Smp_066630.1	NP_504637.1	Q9VPH7.2	NP_009701.3
OG0002013	6183.Smp_066740.1	NP_499360.1	NP_524742.1	NP_011447.1
OG0002014	6183.Smp_066990.1	NP_493525.1	NP_524421.1	NP_011848.1
OG0002015	6183.Smp_067090.1	NP_505062.1	S39445	NP_011445.1
OG0002016	6183.Smp_067140.1	NP_496549.1	NP_524472.1	NP_013713.1
OG0002017	6183.Smp_067250.1	NP_498144.1	AAF47113.1, AAF47114.2	
OG0002018	6183.Smp_067260.1	NP_499268.1	NP_524528.1	NP_009518.1
OG0002019	6183.Smp_067280.1	NP_500826.1	AAF51235.1	NP_013100.1
OG0002020	6183.Smp_067540.1	NP_493382.1	Q9V359.1	NP_015260.1
OG0002021	6183.Smp_067890.1	NP_505750.1	NP_524328.1	NP_013618.1
OG0002022	6183.Smp_068110.1	NP_505736.2	NP_523547.1	NP_013951.1
OG0002023	6183.Smp_068220.1	NP_505856.1, NP_510223.1	AAB39841.1	
OG0002024	6183.Smp_068420.1	NP_503027.1	O44437.1	NP_013248.1
OG0002025	6183.Smp_068480.1	NP_502781.1	NP_612053.1	NP_013924.1
OG0002026	6183.Smp_068920.3	NP_499370.1	NP_525120.1	NP_013276.1
OG0002027	6183.Smp_069240.1, 6183.Smp_129380.1	NP_496104.2	AAF48786.3	
OG0002028	6183.Smp_069960.1	NP_491765.2	AAF47720.1	NP_009614.2
OG0002029	6183.Smp_070070.1	NP_504203.1	AAF52120.1	NP_012626.1
OG0002030	6183.Smp_070130.1	NP_499552.1	NP_572335.1	NP_013175.1
OG0002031	6183.Smp_070370.1, 6183.Smp_070380.1, 6183.Smp_075500.1, 6183.Smp_198560.1			
OG0002032	6183.Smp_070690.1	NP_495712.1	NP_477397.1	NP_012903.1
OG0002033	6183.Smp_070710.1	NP_493027.1	NP_477380.1	NP_012368.1
OG0002034	6183.Smp_070760.1	NP_502172.1	AAF52462.2	NP_014292.3
OG0002035	6183.Smp_070780.1	NP_493274.1	NP_612044.1	NP_009575.1
OG0002036	6183.Smp_071000.1	NP_497346.2	AAF52481.1	NP_010651.3
OG0002037	6183.Smp_071380.4, 6183.Smp_125460.1	NP_510498.1	AAF54124.1	
OG0002038	6183.Smp_071970.1	NP_495940.1	AAF49542.4	NP_012574.1
OG0002039	6183.Smp_071980.1, 6183.Smp_089230.1	NP_502293.2	NP_524933.1	
OG0002040	6183.Smp_072140.1	NP_502959.1	NP_477098.1	NP_015491.1
OG0002041	6183.Smp_072790.1	NP_498118.1	NP_569872.1	NP_012606.3
OG0002042	6183.Smp_072900.1	NP_498126.1	Q9VH95.1	NP_012805.1
OG0002043	6183.Smp_073080.2	NP_496099.1	NP_608387.1	NP_014788.1
OG0002044	6183.Smp_073200.1	NP_498089.2	AAF56576.2	NP_011703.3
OG0002045	6183.Smp_073450.1, 6183.Smp_124760.1, 6183.Smp_157380.1, 6183.Smp_184180.1			
OG0002046	6183.Smp_073540.1	NP_498582.1	Q9VCZ8.1	NP_013616.1
OG0002047	6183.Smp_073560.2	NP_491439.1	AAF46509.2	NP_014392.3
OG0002048	6183.Smp_073570.1	NP_496278.1	NP_524910.1	NP_015513.1
OG0002049	6183.Smp_073590.1	NP_500582.1	AAF55974.1	NP_015106.1
OG0002050	6183.Smp_073930.1	NP_505637.1, T19222	CAA58500.1	
OG0002051	6183.Smp_074230.1	NP_495544.2	AAF55522.5	NP_012395.1
OG0002052	6183.Smp_074470.1	NP_502365.1	NP_610939.2	NP_011633.3
OG0002053	6183.Smp_074830.1	NP_501494.1	AAF56685.1, NP_611433.3	
OG0002054	6183.Smp_074940.1	NP_501149.1, NP_502605.2	NP_609036.1	
OG0002055	6183.Smp_075210.2	NP_495250.2	XP_080392.1	NP_011747.2
OG0002056	6183.Smp_075220.1	NP_502558.2	NP_610183.1	NP_012788.2
OG0002057	6183.Smp_075560.1	NP_506004.1	AAF54135.1	NP_013377.1
OG0002058	6183.Smp_075640.3	NP_496270.1	AAF56216.1	NP_014932.1
OG0002059	6183.Smp_075790.1, 6183.Smp_075800.1, 6183.Smp_179170.1	NP_506137.1		
OG0002060	6183.Smp_075870.2	NP_501868.1, NP_501869.1	AAF45568.1	
OG0002061	6183.Smp_075940.1	NP_490929.1	AAF53765.1	NP_011648.3
OG0002062	6183.Smp_076500.1	NP_492946.1, NP_492947.1	AAF55673.2	
OG0002063	6183.Smp_076530.1	NP_495753.1	NP_523943.1	NP_011418.1
OG0002064	6183.Smp_076630.2	NP_492114.2	NP_477332.1	NP_012040.1
OG0002065	6183.Smp_076660.1	NP_502177.1	Q9W088.1	NP_012539.1
OG0002066	6183.Smp_076880.1	NP_502290.1	AAF49876.1	NP_010241.1
OG0002067	6183.Smp_076910.1	NP_496980.1, NP_502666.1	AAF53745.2	
OG0002068	6183.Smp_077020.1	NP_496061.2	AAF56847.1	NP_015057.1
OG0002069	6183.Smp_077070.1	NP_499450.1	NP_573176.1	NP_012548.1
OG0002070	6183.Smp_077230.1	NP_498621.1	Q9VE50.1	NP_011832.1
OG0002071	6183.Smp_077400.1	NP_500024.1	AAF49233.1	NP_014404.3
OG0002072	6183.Smp_077590.1	NP_498982.1	AAF56315.1	NP_011341.3
OG0002073	6183.Smp_077670.1	NP_491075.2	AAF52125.2	NP_014517.1
OG0002074	6183.Smp_078050.1	NP_493028.2	AAF55617.2, NP_609477.1	
OG0002075	6183.Smp_078310.1	NP_495208.1	AAF56176.1	NP_012201.1
OG0002076	6183.Smp_078320.1	NP_495988.1	AAF52101.1, AAF57273.2	
OG0002077	6183.Smp_078610.1	NP_506133.2, NP_506134.3	NP_572242.1	
OG0002078	6183.Smp_078730.1	NP_491930.1	NP_477224.1	NP_012706.1
OG0002079	6183.Smp_079050.1	NP_493176.1	AAF51580.2	NP_012879.1
OG0002080	6183.Smp_079240.1	NP_492542.1	NP_609479.1	NP_009811.3
OG0002081	6183.Smp_079310.1	NP_505879.1	AAF56382.2	NP_013701.1
OG0002082	6183.Smp_079390.1	NP_496781.1	NP_477230.1	NP_010569.3
OG0002083	6183.Smp_079750.1	NP_499920.1	NP_611400.1	NP_010368.5
